ACRES_AG_1MI,ANIMAL_COUNT,COUNTYNAME,Lagoon,Operation,APP_RATE,Regulate_1,SOURCE,Status,WASTE_OUTPUT,X,Y,geometry
504,2400,Pender,2,Phillips Partners,15252,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-77.9775,34.705,POINT (-77.97750000000001 34.705)
252,3672,Pender,2,Shady Oak Farm,13508,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-77.9428,34.7106,POINT (-77.94280000000001 34.7106)
571,9792,Duplin,1,Juniper Farms #1 & #2,15897,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9077184,-77.7964,34.7319,POINT (-77.79640000000001 34.7319)
716,4896,Duplin,2,Bobby Sholar Farm,6339,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-77.7978,34.7367,POINT (-77.7978 34.7367)
229,7344,Duplin,2,Big Brook #1 & #2,29729,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-77.7481,34.7497,POINT (-77.74809999999999 34.7497)
475,6120,Duplin,3,William James Farm,11944,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5673240,-77.7181,34.7319,POINT (-77.71810000000001 34.7319)
461,2448,Onslow,1,Dewayne Silance Farm,4923,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.5319,34.7208,POINT (-77.53189999999999 34.7208)
493,14688,Bladen,3,Kinlaw Farm #1 - #3,27618,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,13615776,-78.6834,34.7036,POINT (-78.68340000000001 34.7036)
155,2600,Bladen,1,"All In Farms, Inc. (Yorick Nursery)",3204,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.6454,34.6892,POINT (-78.6454 34.6892)
487,2560,Bladen,2,Oscar Autry Farm,4873,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2373120,-78.4991,34.6869,POINT (-78.4991 34.6869)
366,3552,Bladen,1,Larson Jones Farm,1854,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-78.3949,34.7184,POINT (-78.39490000000001 34.7184)
268,7000,Sampson,2,Riverfront #1 & 2,83660,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,22421000,-78.3383,34.692,POINT (-78.3383 34.692)
356,2600,Sampson,1,Cascade Nursery & Finishing Farm,1395,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.2838,34.6996,POINT (-78.2838 34.6996)
378,9600,Sampson,5,Peterson Farm,23543,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8899200,-78.2379,34.7077,POINT (-78.2379 34.7077)
265,2000,Sampson,1,Ronnie Carter Farm,6996,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1854000,-78.197,34.692,POINT (-78.197 34.692)
726,4065,Sampson,2,Jerri Ann Hog Farm 7-12,5190,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3768255,-78.1442,34.7064,POINT (-78.1442 34.7064)
411,4000,Pender,1,Stoneybrook Farm,31173,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.0833,34.7083,POINT (-78.08329999999999 34.7083)
609,11016,Duplin,3,Doug Bond Farm,16768,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10211832,-77.7583,34.725,POINT (-77.75830000000001 34.725)
400,5760,Duplin,2,LD & Winfred Maready Farm,13349,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.7328,34.7311,POINT (-77.7328 34.7311)
436,6630,Pender,2,Maple Hill Sow Farm,48706,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,21235890,-77.7236,34.7139,POINT (-77.7236 34.7139)
248,8568,Pender,2,Charles Wooten Farm #1 & #2,32026,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7942536,-77.6642,34.6876,POINT (-77.66419999999999 34.6876)
168,2205,Bladen,1,Fletcher McDuffie Farms,12167,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2044035,-78.5626,34.686,POINT (-78.5626 34.686)
337,7344,Sampson,3,Greg Horrell Farm #2 & Addition,20201,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-78.3324,34.6995,POINT (-78.33240000000001 34.6995)
544,7800,Sampson,3,"Five Points, Huckleberry Hill & Deer Field Nurseries",2739,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1489800,-78.1726,34.6984,POINT (-78.1726 34.6984)
392,5880,Sampson,1,M&R Farms,13905,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.1809,34.6883,POINT (-78.18089999999999 34.6883)
590,5200,Sampson,2,Paul Stanley Nurseries,1683,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-78.1534,34.6873,POINT (-78.1534 34.6873)
261,3500,Onslow,1,"Green Meadows Farms, Inc.",42952,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-77.6186,34.6636,POINT (-77.6186 34.6636)
279,2640,Onslow,1,Rawls Farms,8772,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2447280,-77.5617,34.68,POINT (-77.5617 34.68)
92,5200,Bladen,1,Shannonbrooke Farms,10796,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-78.6616,34.6746,POINT (-78.66160000000001 34.6746)
153,2600,Bladen,1,"All In Farms, Inc. (Turkey Oaks Nursery)",3246,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.6422,34.6843,POINT (-78.6422 34.6843)
147,3672,Bladen,1,Billy E Bordeaux Farm,23156,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.5514,34.6825,POINT (-78.5514 34.6825)
673,1920,Bladen,1,3M's & T Inc.,2645,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1779840,-78.5007,34.6812,POINT (-78.50069999999999 34.6812)
401,2880,Bladen,1,Kenneth Autry Farm,6658,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-78.4936,34.6828,POINT (-78.4936 34.6828)
154,6080,Sampson,1,"Alpine Farms, Inc.",7541,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.2153,34.6761,POINT (-78.2153 34.6761)
326,7400,Pender,2,NC Wolf & Pack,72706,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,23702200,-78.0869,34.6558,POINT (-78.0869 34.6558)
812,7920,Pender,3,Raccoon Farm,9042,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7341840,-78.0689,34.6597,POINT (-78.0689 34.6597)
640,1446,Pender,0,Willow Creek Sow Farm,7237,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4631538,-78.0044,34.6725,POINT (-78.0044 34.6725)
811,1248,Pender,2,Watha Farm K-6,4929,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3997344,-77.9611,34.6725,POINT (-77.9611 34.6725)
345,5200,Pender,1,Jonathan Rivenbark Farm,2879,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-77.9269,34.6642,POINT (-77.9269 34.6642)
261,400,Onslow,1,"Green Meadows Farms, Inc.",293,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,76400,-77.6186,34.6636,POINT (-77.6186 34.6636)
483,15360,Bladen,3,MKJS Farm Sites 1-3,29480,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,14238720,-78.7228,34.6281,POINT (-78.72280000000001 34.6281)
476,5600,Bladen,1,Quality Farms Inc,10906,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5191200,-78.689,34.6372,POINT (-78.68899999999999 34.6372)
94,458,Bladen,1,Doug Bordeaux Farm #1,4517,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,424566,-78.5493,34.6505,POINT (-78.5493 34.6505)
350,7200,Bladen,2,Shadow Glenn & Webber Farm,65890,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,23061600,-78.3517,34.6213,POINT (-78.35169999999999 34.6213)
166,2580,Sampson,1,Ronnie Carter #2 Farm,14408,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2391660,-78.2022,34.6526,POINT (-78.2022 34.6526)
898,7000,Pender,2,Bull Tail #1 & #2 (Sow),24968,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,22421000,-78.15,34.6333,POINT (-78.15000000000001 34.6333)
569,6400,Pender,2,Lucas Carter Farm,2148,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-78.1411,34.6511,POINT (-78.14109999999999 34.6511)
577,4200,Pender,1,Crooked Run Farm,6748,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3893400,-78.0164,34.6669,POINT (-78.0164 34.6669)
660,1800,Pender,1,Watha Farm,2528,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1668600,-77.9519,34.6431,POINT (-77.95189999999999 34.6431)
350,1000,Bladen,2,Shadow Glenn & Webber Farm,546,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,191000,-78.3517,34.6213,POINT (-78.35169999999999 34.6213)
152,1300,Sampson,1,Barefoot Farm,27394,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4163900,-78.269,34.6436,POINT (-78.26900000000001 34.6436)
26,5747,Sampson,1,Kerr Farm,171526,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,4459672,-78.2197,34.6339,POINT (-78.2197 34.6339)
898,1000,Pender,2,Bull Tail #1 & #2 (Sow),213,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,191000,-78.15,34.6333,POINT (-78.15000000000001 34.6333)
745,7040,Pender,1,Gene Wells Farm,8760,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6526080,-77.9825,34.605,POINT (-77.9825 34.605)
885,5200,Pender,1,Jenni Farm #1 & 2,1122,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-77.9481,34.6258,POINT (-77.9481 34.6258)
959,3500,Pender,1,Van Eden Farms,11690,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-77.9333,34.61,POINT (-77.9333 34.61)
144,950,Pender,1,King Farms K-3,6116,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,880650,-77.8694,34.6158,POINT (-77.8694 34.6158)
165,1224,Onslow,1,Sanders & Davis Farm Inc,6877,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1134648,-77.6111,34.6386,POINT (-77.61109999999999 34.6386)
463,11760,Bladen,3,David Gooden Hog Farm 1-16,23545,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10901520,-78.5992,34.5839,POINT (-78.5992 34.5839)
170,5880,Bladen,1,C.E.R. Inc.,32063,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.5614,34.5927,POINT (-78.56140000000001 34.5927)
160,10400,Sampson,1,Greene Complex,12415,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1986400,-78.2782,34.6026,POINT (-78.2782 34.6026)
160,3479,Sampson,1,Greene Complex,69645,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11143237,-78.2782,34.6026,POINT (-78.2782 34.6026)
201,2448,Pender,1,"Beaver Branch Farms, LLC",11290,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-78.025,34.6125,POINT (-78.02500000000001 34.6125)
959,400,Pender,1,Van Eden Farms,80,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,76400,-77.9333,34.61,POINT (-77.9333 34.61)
275,1725,Pender,1,Crooms Bridge Farm / Blackjack North,5815,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1599075,-77.8317,34.6131,POINT (-77.8317 34.6131)
677,2940,Bladen,1,Harold Pait Farm,4026,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2725380,-78.7232,34.5921,POINT (-78.72320000000001 34.5921)
137,2600,Bladen,1,Little Crib,3625,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.6897,34.599,POINT (-78.6897 34.599)
618,2600,Bladen,1,White Bay Nursery Farm,804,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.6664,34.5896,POINT (-78.6664 34.5896)
575,6080,Bladen,1,Baldwin Branch Nursery,2020,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.6395,34.5809,POINT (-78.6395 34.5809)
508,7200,Pender,2,Pender I & II,45397,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,23061600,-78.1575,34.5911,POINT (-78.1575 34.5911)
330,2400,Pender,1,2601,23295,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-78.1044,34.62,POINT (-78.1044 34.62)
502,4896,Pender,2,Pork Chop # 2,9041,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-78.0067,34.5836,POINT (-78.0067 34.5836)
189,2400,Pender,1,Six Forks Farm,11771,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2224800,-77.9067,34.6,POINT (-77.9067 34.6)
771,28152,Bladen,4,Storms Farm Waste to Energy Digester Facilities,33848,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,26096904,-78.7456,34.5478,POINT (-78.7456 34.5478)
764,2600,Bladen,1,Kenneth Kinlaw #4,650,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.7095,34.5808,POINT (-78.70950000000001 34.5808)
224,2600,Bladen,1,Clay Hill Farms,2217,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.6814,34.5903,POINT (-78.6814 34.5903)
496,7344,Bladen,2,Mitchell Norris #1 & #2,13726,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-78.5461,34.5786,POINT (-78.5461 34.5786)
318,4000,Bladen,2,P-17 A &B,40289,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.495,34.5578,POINT (-78.495 34.5578)
81,2400,Bladen,1,French's Creek Sow Farm,94904,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-78.4185,34.547,POINT (-78.41849999999999 34.547)
672,3600,Pender,1,Hairr II,17159,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11530800,-78.1428,34.5925,POINT (-78.14279999999999 34.5925)
672,500,Pender,1,Hairr II,142,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,95500,-78.1428,34.5925,POINT (-78.14279999999999 34.5925)
193,2600,Pender,1,Debose Nursery,2573,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Expired,496600,-78.085,34.5797,POINT (-78.08499999999999 34.5797)
527,3672,Pender,1,Stanley Farms #6,6459,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.0572,34.5717,POINT (-78.05719999999999 34.5717)
1052,1200,Pender,1,English Farms,4404,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,4633200,-77.938,34.5821,POINT (-77.938 34.5821)
319,6080,Bladen,1,Big Bay Nursery,3640,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.7149,34.5517,POINT (-78.7149 34.5517)
484,7800,Bladen,3,"Kinlaw Nursery #1, #2, #3",3078,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1489800,-78.6927,34.5652,POINT (-78.6927 34.5652)
833,4410,Bladen,1,Layton Johnson Farm,4908,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4088070,-78.6592,34.5674,POINT (-78.6592 34.5674)
333,1200,Pender,1,3135,13914,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,4633200,-78.1796,34.5612,POINT (-78.17959999999999 34.5612)
530,3672,Pender,1,Stanley Farm #5,6423,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.0742,34.5728,POINT (-78.0742 34.5728)
541,1800,Pender,2,Stanley Farms #7,3084,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1668600,-78.0181,34.5636,POINT (-78.0181 34.5636)
753,3672,Bladen,1,Nick Gooden Finisher,4521,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.6323,34.5243,POINT (-78.6323 34.5243)
470,2000,Bladen,1,Farm #30,13630,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6406000,-78.5914,34.5169,POINT (-78.59139999999999 34.5169)
398,3672,Bladen,1,Burney Farm,8553,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.5855,34.5565,POINT (-78.5855 34.5565)
447,2600,Bladen,1,JC Farm 1,1111,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.5868,34.5422,POINT (-78.5868 34.5422)
587,5880,Bladen,1,Norris Farm #2,9286,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.5435,34.5411,POINT (-78.54349999999999 34.5411)
271,3400,Bladen,1,Bladen Springs,40185,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,10890200,-78.4634,34.5402,POINT (-78.46339999999999 34.5402)
118,10000,Bladen,3,Frenches Creek Finishing,78559,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9270000,-78.3828,34.5191,POINT (-78.3828 34.5191)
468,5200,Pender,2,Fennert & Brewster Nursery,2122,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-78.1469,34.5275,POINT (-78.1469 34.5275)
523,7255,Pender,2,"Humphrey Hog Farm, Inc. Farm",12859,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6725385,-78.0316,34.5438,POINT (-78.0316 34.5438)
401,1000,Pender,1,M & D Sow Farm,7988,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3203000,-78.0389,34.5553,POINT (-78.0389 34.5553)
150,5200,Pender,2,JK Barnhill Teachy Farm,6621,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-77.8667,34.5325,POINT (-77.86669999999999 34.5325)
50,750,Onslow,1,Shepard Farm,48045,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,2402250,-77.5919,34.5269,POINT (-77.5919 34.5269)
512,2600,Bladen,1,J. C. Farm 2,970,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.5879,34.539,POINT (-78.5879 34.539)
334,1808,Bladen,1,Oak Springs Sow Farm,17338,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,5791024,-78.4903,34.5314,POINT (-78.4903 34.5314)
422,4000,Bladen,1,McQueen Farms 1 & 2,30360,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.7176,34.4786,POINT (-78.7176 34.4786)
891,1506,Bladen,1,P-15,5414,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4823718,-78.6164,34.5205,POINT (-78.6164 34.5205)
557,3672,Bladen,1,J.B. Priest Farm 2,6111,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.5284,34.5048,POINT (-78.5284 34.5048)
570,2448,Bladen,1,Joel Robbins Finishers,3981,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-78.5185,34.5098,POINT (-78.5185 34.5098)
535,7200,Bladen,1,Farm 91 / Farm 3091,12476,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6674400,-78.4749,34.5245,POINT (-78.47490000000001 34.5245)
307,5200,Pender,1,Moore Farm,3235,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-78.1703,34.5019,POINT (-78.1703 34.5019)
201,2448,Pender,1,Black Farms of Pender County,11290,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-78.1408,34.4928,POINT (-78.1408 34.4928)
439,5062,Pender,1,J. K. Barnhill Sumner Farm,2202,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,966842,-78.05,34.4886,POINT (-78.05 34.4886)
68,3672,Pender,1,Ponderosa,50058,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-77.9917,34.5,POINT (-77.99169999999999 34.5)
390,2448,Pender,1,Fennell Farms # 2,5819,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.9639,34.4917,POINT (-77.9639 34.4917)
381,16000,Bladen,3,Farm #29 & Farm #93,38929,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,14832000,-78.7728,34.4962,POINT (-78.7728 34.4962)
385,4462,Bladen,2,Pinnacle Sow Farm,37122,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,14291786,-78.5824,34.4987,POINT (-78.58240000000001 34.4987)
292,15040,Bladen,2,Bladen Twenty Sites 1 & 2,47747,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,13942080,-78.5605,34.5047,POINT (-78.5605 34.5047)
543,400,Bladen,2,Lisbon Sow Farm #1,141,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,76400,-78.5413,34.4989,POINT (-78.54130000000001 34.4989)
543,3500,Bladen,2,Lisbon Sow Farm #1,20645,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-78.5413,34.4989,POINT (-78.54130000000001 34.4989)
135,3672,Bladen,1,J. B. Priest Farm 3,25214,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.4786,34.5003,POINT (-78.4786 34.5003)
265,3672,Pender,2,J. K. Barnhill Topping 1,12845,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.1639,34.4931,POINT (-78.1639 34.4931)
954,2448,Pender,1,Coastal Farms,2379,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.8625,34.475,POINT (-77.8625 34.475)
327,1504,Bladen,1,Ham Hock Farm,14732,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4817312,-78.6032,34.4825,POINT (-78.6032 34.4825)
448,6080,Bladen,1,Bennett Place,2592,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.5506,34.472,POINT (-78.5506 34.472)
621,3500,Bladen,1,Lisbon Sow Farm #2,18052,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-78.5376,34.4877,POINT (-78.5376 34.4877)
805,3204,Bladen,1,Neill Jackson Farm,760,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,611964,-78.4379,34.4516,POINT (-78.4379 34.4516)
454,4896,Pender,2,Hall Farm 1 & 2,9997,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-77.9611,34.455,POINT (-77.9611 34.455)
44,8568,Pender,1,Trumpeter Creek Farms #1 & #2,180512,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7942536,-77.7657,34.4428,POINT (-77.7657 34.4428)
1200,4800,Columbus,2,Freedman Farm,3708,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4449600,-78.7572,34.4532,POINT (-78.7572 34.4532)
714,6000,Columbus,1,Coastal Farms Inc,26916,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,19218000,-78.7167,34.4367,POINT (-78.7167 34.4367)
933,5200,Columbus,1,KBA,1065,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-78.6478,34.4431,POINT (-78.6478 34.4431)
738,4000,Bladen,1,Farm #28 / 3728,17360,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.593,34.4696,POINT (-78.593 34.4696)
110,3200,Pender,1,"H&G Farms, Inc.",26967,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2966400,-78.0292,34.45,POINT (-78.0292 34.45)
809,300,Columbus,4,Wooten Farm,1432,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,1158300,-78.7347,34.4381,POINT (-78.7347 34.4381)
188,2940,Bladen,1,Graham Farms,14497,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2725380,-78.3818,34.4211,POINT (-78.3818 34.4211)
371,2600,Pender,1,K. D. Peay Pig Nursery,1339,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-77.9605,34.4448,POINT (-77.9605 34.4448)
720,9200,Columbus,2,Farm 3417,11845,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8528400,-78.6917,34.4167,POINT (-78.6917 34.4167)
707,5880,Columbus,1,Fisher Farms,7710,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.7344,34.3656,POINT (-78.73439999999999 34.3656)
109,1200,Columbus,1,Bogue Farm II,35262,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3843600,-78.5961,34.3842,POINT (-78.59610000000001 34.3842)
297,2940,Columbus,1,"Owen Farm, Inc.",9176,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2725380,-78.2939,34.3806,POINT (-78.29389999999999 34.3806)
726,500,Columbus,3,Donald Ward Hog Farm,7216,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,5239000,-78.6147,34.3578,POINT (-78.6147 34.3578)
177,2000,Columbus,1,Cornerstone Farm- Sow Farm,43627,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,7722000,-78.4417,34.325,POINT (-78.4417 34.325)
606,7040,Columbus,1,"B & F Farms, Inc.",10769,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6526080,-78.9658,34.2931,POINT (-78.9658 34.2931)
676,6400,Columbus,2,Circle E Farms I & II,1808,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-79.0214,34.2719,POINT (-79.0214 34.2719)
207,2000,Columbus,5,"Sea Gro, LLC",37304,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,7722000,-78.9264,34.2646,POINT (-78.9264 34.2646)
464,17640,Columbus,1,"Double B Farms, Inc. 1-24",35242,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,16352280,-78.8614,34.2436,POINT (-78.8614 34.2436)
1296,3200,Columbus,1,Donald Strickland,2289,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2966400,-78.8425,34.2575,POINT (-78.8425 34.2575)
777,600,Columbus,1,Shan Spivey Topping Operation,716,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,556200,-78.7958,34.1903,POINT (-78.7958 34.1903)
757,1200,Columbus,2,Hardwick Farms,303,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,229200,-78.7867,34.1833,POINT (-78.7867 34.1833)
477,1200,Columbus,2,HD3 Farms,8058,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3843600,-78.8033,34.12,POINT (-78.80329999999999 34.12)
592,1000,Columbus,1,John Blosser Swine Farm,1566,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,927000,-78.7533,34.1269,POINT (-78.7533 34.1269)
866,9792,Columbus,2,Warren Miller Farm #1 & #2,10482,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9077184,-78.7492,34.1111,POINT (-78.7492 34.1111)
177,2000,Columbus,1,Cornerstone Farm- Sow Farm,43627,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,7722000,-78.4417,34.325,POINT (-78.4417 34.325)
461,12160,Columbus,2,Grassy Lane Farms I & II,24452,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11272320,-78.3811,34.2611,POINT (-78.3811 34.2611)
620,9120,Columbus,2,Hart Farm,13636,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8454240,-78.3806,34.2433,POINT (-78.3806 34.2433)
1477,4000,Columbus,1,Farm 7694,8674,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.65,34.15,POINT (-78.65000000000001 34.15)
